name	pocet	procent	iczuj	kandidatu
kunc	3	0.14285714285714285	567353.tsv	21
juzl	3	0.08823529411764706	548081.tsv	34
stehlik	3	0.09090909090909091	567698.tsv	33
daniel	3	0.13043478260869565	547948.tsv	23
beran	3	0.2727272727272727	567884.tsv	11
ruml	3	0.1875	547875.tsv	16
poc	3	0.09090909090909091	568295.tsv	33
splichal	3	0.3333333333333333	547867.tsv	9
martinek	3	0.17647058823529413	568341.tsv	17
pilar	3	0.2727272727272727	547824.tsv	11
blazek	3	0.2727272727272727	547794.tsv	11
kopeck	3	0.1875	547484.tsv	16
kucer	3	0.06666666666666667	568449.tsv	45
gajdusek	3	0.08333333333333333	568473.tsv	36
klos	3	0.09090909090909091	568481.tsv	33
novak	3	0.1111111111111111	547212.tsv	27
henzl	3	0.11538461538461539	568538.tsv	26
kudelk	3	0.1	568554.tsv	30
osmancik	3	0.1	547182.tsv	30
dobrovoln	3	0.07142857142857142	568597.tsv	42
jindr	3	0.21428571428571427	568708.tsv	14
mysk	3	0.16666666666666666	568741.tsv	18
pavelk	3	0.1875	568783.tsv	16
val	3	0.25	568821.tsv	12
tvrdik	3	0.25	568899.tsv	12
smoldas	3	0.16666666666666666	568911.tsv	18
tajovsk	3	0.11538461538461539	568929.tsv	26
venc	3	0.16666666666666666	568953.tsv	18
stehn	3	0.1	569020.tsv	30
sim	3	0.05555555555555555	569046.tsv	54
simanek	3	0.11538461538461539	569062.tsv	26
levak	3	0.16666666666666666	547131.tsv	18
stedr	3	0.1111111111111111	569127.tsv	27
kurk	3	0.075	546968.tsv	40
benc	3	0.1111111111111111	569224.tsv	27
semik	3	0.21428571428571427	569232.tsv	14
rezler	3	0.3333333333333333	546895.tsv	9
pruch	3	0.13636363636363635	546844.tsv	22
blabl	3	0.3	569496.tsv	10
tonin	3	0.15	546780.tsv	20
kovar	3	0.05357142857142857	546666.tsv	56
kohout	3	0.13043478260869565	546488.tsv	23
besed	3	0.23076923076923078	546445.tsv	13
kocar	3	0.06666666666666667	546402.tsv	45
pesl	3	0.13043478260869565	569747.tsv	23
simeck	3	0.08108108108108109	569755.tsv	37
steidl	3	0.1111111111111111	569801.tsv	27
moric	3	0.06666666666666667	569895.tsv	45
malin	3	0.1	569925.tsv	30
mikulenk	3	0.13636363636363635	569950.tsv	22
novak	3	0.07142857142857142	546267.tsv	42
matejcek	3	0.06818181818181818	570028.tsv	44
smel	3	0.16666666666666666	570117.tsv	18
sin	3	0.21428571428571427	570141.tsv	14
kolias	3	0.13636363636363635	570150.tsv	22
filip	3	0.06666666666666667	546089.tsv	45
kucer	3	0.3	545791.tsv	10
dusek	3	0.16666666666666666	570648.tsv	18
saroun	3	0.375	570729.tsv	8
sevcik	3	0.12	545775.tsv	25
rezac	3	0.2	570842.tsv	15
kovand	3	0.0967741935483871	570931.tsv	31
kopal	3	0.25	570940.tsv	12
novak	3	0.05172413793103448	571091.tsv	58
pisk	3	0.08823529411764706	545724.tsv	34
pospisil	3	0.08333333333333333	571474.tsv	36
svobod	3	0.10714285714285714	545708.tsv	28
pinos	3	0.06818181818181818	571547.tsv	44
kriklav	3	0.16666666666666666	545694.tsv	18
sadovsk	3	0.1	571571.tsv	30
pavlas	3	0.08823529411764706	571610.tsv	34
svand	3	0.06666666666666667	571661.tsv	45
drahos	3	0.13043478260869565	572004.tsv	23
trisk	3	0.06666666666666667	572098.tsv	45
faltys	3	0.15789473684210525	572373.tsv	19
kolman	3	0.05555555555555555	545678.tsv	54
briz	3	0.2	572497.tsv	15
talack	3	0.11538461538461539	572501.tsv	26
broz	3	0.09375	545520.tsv	32
ondr	3	0.13043478260869565	572560.tsv	23
lendack	3	0.1111111111111111	545503.tsv	27
voparil	3	0.17647058823529413	572730.tsv	17
kolacn	3	0.3333333333333333	572764.tsv	9
kracmar	3	0.08333333333333333	572918.tsv	36
komarek	3	0.05660377358490566	573060.tsv	53
bart	3	0.25	573264.tsv	12
richter	3	0.42857142857142855	573281.tsv	7
vancl	3	0.10344827586206896	573418.tsv	29
franc	3	0.06976744186046512	573701.tsv	43
dirbak	3	0.05555555555555555	545481.tsv	54
hladik	3	0.06666666666666667	573892.tsv	45
skod	3	0.3333333333333333	573906.tsv	9
jirman	3	0.16666666666666666	574023.tsv	18
stepan	3	0.3333333333333333	574147.tsv	9
korityak	3	0.21428571428571427	574317.tsv	14
zouhar	3	0.06818181818181818	574376.tsv	44
slansk	3	0.2	574431.tsv	15
grusman	3	0.25	574511.tsv	12
novotn	3	0.05454545454545454	574538.tsv	55
kubes	3	0.11538461538461539	574554.tsv	26
cohorn	3	0.1111111111111111	574562.tsv	27
kosink	3	0.12	574643.tsv	25
pistor	3	0.05660377358490566	574911.tsv	53
horak	3	0.06818181818181818	575054.tsv	44
huben	3	0.06666666666666667	575178.tsv	45
kubik	3	0.10714285714285714	575232.tsv	28
brezin	3	0.25	575330.tsv	12
krivk	3	0.06666666666666667	575399.tsv	45
sterb	3	0.06382978723404255	545457.tsv	47
moravec	3	0.1	576077.tsv	30
stodulk	3	0.057692307692307696	576204.tsv	52
skalick	3	0.1	576301.tsv	30
novak	3	0.25	576310.tsv	12
hal	3	0.14285714285714285	545368.tsv	21
cern	3	0.1875	576352.tsv	16
klim	3	0.375	545295.tsv	8
dostal	3	0.13636363636363635	576620.tsv	22
novotn	3	0.3333333333333333	576654.tsv	9
kaspar	3	0.06818181818181818	576671.tsv	44
konarik	3	0.07692307692307693	545163.tsv	39
bartos	3	0.06666666666666667	576778.tsv	45
kopack	3	0.06666666666666667	545139.tsv	45
jirasek	3	0.3333333333333333	576794.tsv	9
dvorak	3	0.1	545023.tsv	30
urbanec	3	0.12	576981.tsv	25
kozubik	3	0.11538461538461539	544990.tsv	26
kurfirt	3	0.1	577006.tsv	30
fusek	3	0.1	544949.tsv	30
fisar	3	0.17647058823529413	577341.tsv	17
sim	3	0.1111111111111111	577375.tsv	27
jirous	3	0.06666666666666667	577405.tsv	45
dobes	3	0.1111111111111111	544922.tsv	27
hanys	3	0.21428571428571427	577642.tsv	14
jon	3	0.08333333333333333	577651.tsv	36
dittrich	3	0.06666666666666667	577928.tsv	45
dvorak	3	0.05555555555555555	544892.tsv	54
mrlin	3	0.06818181818181818	544787.tsv	44
zavrel	3	0.06666666666666667	577995.tsv	45
kraus	3	0.13043478260869565	578002.tsv	23
filip	3	0.3333333333333333	578037.tsv	9
vasick	3	0.07142857142857142	578096.tsv	42
tesar	3	0.3333333333333333	578177.tsv	9
zavoral	3	0.1	578355.tsv	30
kut	3	0.1875	578363.tsv	16
smid	3	0.15789473684210525	578371.tsv	19
krejs	3	0.09090909090909091	578428.tsv	33
karsulin	3	0.13043478260869565	544752.tsv	23
vomack	3	0.09090909090909091	578509.tsv	33
vokac	3	0.3	578592.tsv	10
moul	3	0.21428571428571427	578665.tsv	14
jilek	3	0.16666666666666666	578720.tsv	18
jilek	3	0.12	578738.tsv	25
jindr	3	0.1111111111111111	544744.tsv	27
kovarik	3	0.16666666666666666	578827.tsv	18
sejkor	3	0.1875	578851.tsv	16
bucht	3	0.13636363636363635	578932.tsv	22
stejskal	3	0.375	579076.tsv	8
kapl	3	0.05454545454545454	544639.tsv	55
jiranek	3	0.06818181818181818	579122.tsv	44
dvoracek	3	0.0967741935483871	579220.tsv	31
hraback	3	0.375	579246.tsv	8
hajicek	3	0.05357142857142857	544591.tsv	56
skypal	3	0.16666666666666666	544574.tsv	18
vrbat	3	0.09375	579378.tsv	32
sediv	3	0.1	579432.tsv	30
pich	3	0.2	579475.tsv	15
sulist	3	0.05454545454545454	544558.tsv	55
krajniak	3	0.08571428571428572	579629.tsv	35
hejn	3	0.06666666666666667	579637.tsv	45
muller	3	0.16666666666666666	579726.tsv	18
frydrych	3	0.08823529411764706	579947.tsv	34
tejkl	3	0.06666666666666667	579971.tsv	45
chladk	3	0.13043478260869565	579980.tsv	23
juv	3	0.06976744186046512	580040.tsv	43
kubes	3	0.10344827586206896	544523.tsv	29
marek	3	0.1	580279.tsv	30
cink	3	0.10714285714285714	580333.tsv	28
marek	3	0.2727272727272727	544507.tsv	11
dolezal	3	0.3	580414.tsv	10
vagner	3	0.1	580503.tsv	30
vaculik	3	0.2	544396.tsv	15
langr	3	0.16666666666666666	580619.tsv	18
klubrt	3	0.08333333333333333	580635.tsv	36
kulisek	3	0.06976744186046512	544370.tsv	43
stransk	3	0.06666666666666667	580694.tsv	45
bednar	3	0.17647058823529413	580724.tsv	17
stantejsk	3	0.42857142857142855	580881.tsv	7
frankel	3	0.1875	544353.tsv	16
kuttich	3	0.1875	580988.tsv	16
mares	3	0.05555555555555555	544299.tsv	54
novak	3	0.061224489795918366	544272.tsv	49
prikryl	3	0.3	581321.tsv	10
koudelk	3	0.08333333333333333	581330.tsv	36
pes	3	0.2	581500.tsv	15
zeman	3	0.3	581577.tsv	10
hrusk	3	0.08333333333333333	543021.tsv	36
hadas	3	0.16666666666666666	542997.tsv	18
trestik	3	0.07894736842105263	542687.tsv	38
zavor	3	0.1875	542598.tsv	16
hakun	3	0.16666666666666666	553000.tsv	18
plch	3	0.375	581836.tsv	8
vintr	3	0.14285714285714285	581861.tsv	21
feikl	3	0.14285714285714285	542440.tsv	21
havir	3	0.3333333333333333	582115.tsv	9
vyskocil	3	0.05454545454545454	542415.tsv	55
hradil	3	0.375	542318.tsv	8
hones	3	0.2	542091.tsv	15
zalud	3	0.3333333333333333	582204.tsv	9
filous	3	0.07692307692307693	582212.tsv	39
marik	3	0.09375	541974.tsv	32
divin	3	0.1	541800.tsv	30
novak	3	0.1111111111111111	582352.tsv	27
padour	3	0.06666666666666667	541737.tsv	45
peredarjuk	3	0.09090909090909091	541711.tsv	33
stetin	3	0.058823529411764705	541699.tsv	51
sevcik	3	0.2727272727272727	582506.tsv	11
mrv	3	0.3333333333333333	582531.tsv	9
smejkal	3	0.08571428571428572	582573.tsv	35
pribyl	3	0.1111111111111111	582581.tsv	27
kohoutek	3	0.08333333333333333	582590.tsv	36
housk	3	0.1111111111111111	541591.tsv	27
kucer	3	0.16666666666666666	582654.tsv	18
prichystal	3	0.3333333333333333	582662.tsv	9
mynarik	3	0.1	582701.tsv	30
kleparnik	3	0.42857142857142855	582735.tsv	7
sichevic	3	0.13043478260869565	541559.tsv	23
chalupnik	3	0.12	582921.tsv	25
stefan	3	0.1111111111111111	541524.tsv	27
lazork	3	0.15789473684210525	541443.tsv	19
kucer	3	0.16666666666666666	583171.tsv	18
smid	3	0.06666666666666667	583219.tsv	45
smard	3	0.061224489795918366	583286.tsv	49
odehnal	3	0.13636363636363635	583341.tsv	22
janousek	3	0.06666666666666667	583448.tsv	45
lizal	3	0.16666666666666666	583499.tsv	18
kostohryz	3	0.10714285714285714	541401.tsv	28
pater	3	0.07894736842105263	583545.tsv	38
kominek	3	0.07142857142857142	583553.tsv	42
boleslav	3	0.05555555555555555	583685.tsv	54
bozek	3	0.16666666666666666	583723.tsv	18
bazant	3	0.06818181818181818	583731.tsv	44
bednar	3	0.07142857142857142	583766.tsv	42
bucht	3	0.06818181818181818	583863.tsv	44
dostal	3	0.05084745762711865	583910.tsv	59
prochazk	3	0.05454545454545454	583936.tsv	55
prochazk	3	0.08108108108108109	541397.tsv	37
(roz.	3	0.08823529411764706	541320.tsv	34
bucht	3	0.06666666666666667	584037.tsv	45
kralik	3	0.09090909090909091	584100.tsv	33
kriz	3	0.07142857142857142	584126.tsv	42
graj	3	0.16666666666666666	541214.tsv	18
fial	3	0.06818181818181818	584240.tsv	44
holc	3	0.14285714285714285	584304.tsv	21
bedrich	3	0.15	584339.tsv	20
kubicek	3	0.07317073170731707	541044.tsv	41
charvat	3	0.06818181818181818	584363.tsv	44
pitr	3	0.06666666666666667	584428.tsv	45
svobod	3	0.3333333333333333	584436.tsv	9
styks	3	0.05263157894736842	584444.tsv	57
vlasic	3	0.06666666666666667	584452.tsv	45
vechet	3	0.10714285714285714	584461.tsv	28
koubek	3	0.1111111111111111	584517.tsv	27
burdak	3	0.06666666666666667	541036.tsv	45
chmel	3	0.6	540927.tsv	5
mauler	3	0.06666666666666667	540871.tsv	45
vytrhlik	3	0.06666666666666667	584584.tsv	45
stibor	3	0.08571428571428572	540846.tsv	35
holan	3	0.15	540749.tsv	20
novak	3	0.09090909090909091	540731.tsv	33
petras	3	0.3333333333333333	584681.tsv	9
masek	3	0.25	540706.tsv	12
rabovsk	3	0.1	584711.tsv	30
svobod	3	0.05660377358490566	584720.tsv	53
kubicek	3	0.08823529411764706	540650.tsv	34
fritscher	3	0.06976744186046512	540609.tsv	43
prudek	3	0.06666666666666667	584860.tsv	45
jank	3	0.06666666666666667	540544.tsv	45
konecn	3	0.06666666666666667	584932.tsv	45
ml.	3	0.1111111111111111	540536.tsv	27
suv	3	0.06666666666666667	540498.tsv	45
krieglstein	3	0.3333333333333333	540463.tsv	9
krajc	3	0.11538461538461539	585076.tsv	26
toms	3	0.06666666666666667	585106.tsv	45
vesel	3	0.12	540447.tsv	25
vach	3	0.08333333333333333	585149.tsv	36
castulik	3	0.16666666666666666	585190.tsv	18
kaspark	3	0.06666666666666667	585220.tsv	45
simek	3	0.42857142857142855	540307.tsv	7
sustek	3	0.17647058823529413	585327.tsv	17
hul	3	0.1111111111111111	539821.tsv	27
jancik	3	0.13636363636363635	585505.tsv	22
ourad	3	0.07317073170731707	539759.tsv	41
petrik	3	0.1111111111111111	539341.tsv	27
bednar	3	0.08333333333333333	585661.tsv	36
potocn	3	0.1111111111111111	585726.tsv	27
majzlik	3	0.08333333333333333	585734.tsv	36
kozubik	3	0.16666666666666666	585769.tsv	18
sedlar	3	0.05172413793103448	585793.tsv	58
ambruz	3	0.10344827586206896	585815.tsv	29
mik	3	0.10714285714285714	539201.tsv	28
mach	3	0.05263157894736842	585882.tsv	57
gregor	3	0.06818181818181818	585912.tsv	44
ï¿½	3	0.25	538949.tsv.gz	12
houtk	3	0.125	538868.tsv	24
mach	3	0.06666666666666667	538744.tsv	45
gruber	3	0.05263157894736842	538434.tsv	57
misurec	3	0.08333333333333333	586013.tsv	36
vesel	3	0.1111111111111111	537993.tsv	27
rehak	3	0.3333333333333333	537811.tsv	9
kostak	3	0.06382978723404255	537756.tsv	47
lahvick	3	0.05555555555555555	586137.tsv	54
cozik	3	0.06666666666666667	586145.tsv	45
novotn	3	0.08571428571428572	537411.tsv	35
veprek	3	0.05555555555555555	537284.tsv	54
martinek	3	0.13636363636363635	586200.tsv	22
pavlinec	3	0.15789473684210525	586218.tsv	19
nenick	3	0.08333333333333333	586277.tsv	36
oll	3	0.05555555555555555	537128.tsv	54
snajdr	3	0.08333333333333333	536971.tsv	36
pacak	3	0.13636363636363635	536962.tsv	22
kadan	3	0.21428571428571427	536946.tsv	14
rihak	3	0.08333333333333333	586382.tsv	36
svub	3	0.10714285714285714	536733.tsv	28
jedovnick	3	0.14285714285714285	586471.tsv	21
urbasek	3	0.08333333333333333	536687.tsv	36
langer	3	0.10344827586206896	536521.tsv	29
ingr	3	0.2	586544.tsv	15
svobod	3	0.08333333333333333	586552.tsv	36
jand	3	0.1875	536300.tsv	16
ryznar	3	0.12	536288.tsv	25
urban	3	0.17647058823529413	536067.tsv	17
babik	3	0.06666666666666667	586706.tsv	45
kostih	3	0.06666666666666667	586731.tsv	45
pouzar	3	0.16666666666666666	535788.tsv	18
zurek	3	0.16666666666666666	586820.tsv	18
hruz	3	0.12	586889.tsv	25
minar	3	0.3	535770.tsv	10
man	3	0.1875	586994.tsv	16
prkn	3	0.13043478260869565	587001.tsv	23
novak	3	0.3333333333333333	587206.tsv	9
chrom	3	0.3333333333333333	587362.tsv	9
nedved	3	0.15	587494.tsv	20
lang	3	0.2727272727272727	587532.tsv	11
vanat	3	0.1875	535613.tsv	16
krch	3	0.09375	535591.tsv	32
zasadil	3	0.11538461538461539	535435.tsv	26
novak	3	0.1	587591.tsv	30
conk	3	0.13636363636363635	587702.tsv	22
musil	3	0.2	587737.tsv	15
rabincak	3	0.1111111111111111	535303.tsv	27
pittner	3	0.17647058823529413	587851.tsv	17
chalupsk	3	0.1111111111111111	535281.tsv	27
mican	3	0.05660377358490566	535206.tsv	53
richtr	3	0.1875	535150.tsv	16
nevosad	3	0.06666666666666667	588113.tsv	45
stovick	3	0.17647058823529413	535095.tsv	17
dvorak	3	0.3333333333333333	588245.tsv	9
lisk	3	0.07894736842105263	588326.tsv	38
skarpich	3	0.12	588377.tsv	25
hrabal	3	0.06666666666666667	588385.tsv	45
fial	3	0.05555555555555555	535036.tsv	54
jakub	3	0.14285714285714285	534986.tsv	21
kochanicek	3	0.1111111111111111	588717.tsv	27
kojeck	3	0.1111111111111111	588725.tsv	27
vancur	3	0.3	534706.tsv	10
sajfrt	3	0.16666666666666666	534391.tsv	18
kren	3	0.08571428571428572	534129.tsv	35
gazdos	3	0.06976744186046512	588814.tsv	43
dopit	3	0.13636363636363635	588849.tsv	22
zejdlik	3	0.125	588873.tsv	24
mrhalek	3	0.06666666666666667	588890.tsv	45
pagac	3	0.11538461538461539	588946.tsv	26
krajcar	3	0.09090909090909091	588997.tsv	33
zavadil	3	0.09090909090909091	589128.tsv	33
novak	3	0.21428571428571427	589136.tsv	14
vacik	3	0.23076923076923078	534056.tsv	13
verner	3	0.16666666666666666	534030.tsv	18
porizk	3	0.1875	589306.tsv	16
rozsival	3	0.2	589331.tsv	15
sedlak	3	0.09090909090909091	589462.tsv	33
varek	3	0.1	589519.tsv	30
vychodil	3	0.16666666666666666	589527.tsv	18
dvorak	3	0.05084745762711865	533840.tsv	59
koutn	3	0.1875	589594.tsv	16
kaftan	3	0.05454545454545454	533831.tsv	55
vlach	3	0.1111111111111111	589667.tsv	27
zak	3	0.13636363636363635	589705.tsv	22
pospisil	3	0.05454545454545454	589764.tsv	55
bil	3	0.375	589811.tsv	8
hajkr	3	0.21428571428571427	589951.tsv	14
sedlacek	3	0.05263157894736842	590002.tsv	57
vnuk	3	0.07692307692307693	533751.tsv	39
rezac	3	0.17647058823529413	590151.tsv	17
madr	3	0.06666666666666667	590185.tsv	45
houzar	3	0.23076923076923078	590304.tsv	13
veleb	3	0.21428571428571427	590321.tsv	14
venhod	3	0.1	590436.tsv	30
masin	3	0.16666666666666666	533629.tsv	18
brinek	3	0.11538461538461539	590568.tsv	26
bosin	3	0.058823529411764705	533581.tsv	51
podneck	3	0.08333333333333333	533572.tsv	36
stransk	3	0.06666666666666667	533491.tsv	45
kabelk	3	0.16666666666666666	590746.tsv	18
benes	3	0.16666666666666666	533467.tsv	18
smejkal	3	0.12	533327.tsv	25
stik	3	0.1111111111111111	533297.tsv	27
docekal	3	0.125	590908.tsv	24
novak	3	0.23076923076923078	590967.tsv	13
hort	3	0.1875	590991.tsv	16
nekul	3	0.11538461538461539	591165.tsv	26
hork	3	0.16666666666666666	532720.tsv	18
masej	3	0.16666666666666666	591378.tsv	18
jur	3	0.1111111111111111	591416.tsv	27
brzon	3	0.25	532568.tsv	12
kolman	3	0.10714285714285714	532444.tsv	28
hlouch	3	0.10714285714285714	591548.tsv	28
picmaus	3	0.42857142857142855	591556.tsv	7
novak	3	0.06818181818181818	591611.tsv	44
blazejovsk	3	0.3333333333333333	532436.tsv	9
jas	3	0.06666666666666667	591637.tsv	45
knotek	3	0.06666666666666667	591688.tsv	45
komarek	3	0.06666666666666667	591769.tsv	45
trnk	3	0.25	591815.tsv	12
pavlicek	3	0.06666666666666667	591874.tsv	45
sumn	3	0.05454545454545454	532169.tsv	55
kazd	3	0.3	591955.tsv	10
fuit	3	0.06666666666666667	532126.tsv	45
styskal	3	0.05555555555555555	592072.tsv	54
jindr	3	0.14285714285714285	531901.tsv	21
jurasek	3	0.1111111111111111	592099.tsv	27
krocil	3	0.07317073170731707	592111.tsv	41
rys	3	0.06666666666666667	531855.tsv	45
hrdlick	3	0.08333333333333333	531839.tsv	36
stajner	3	0.06666666666666667	531693.tsv	45
vaculik	3	0.25	592196.tsv	12
kokrd	3	0.125	531537.tsv	24
jan	3	0.08571428571428572	531316.tsv	35
subard	3	0.06666666666666667	592404.tsv	45
cisar	3	0.06666666666666667	531201.tsv	45
kar	3	0.06666666666666667	531138.tsv	45
pergler	3	0.08571428571428572	531081.tsv	35
vins	3	0.1875	531073.tsv	16
vlk	3	0.17647058823529413	592536.tsv	17
plasek	3	0.10714285714285714	592552.tsv	28
vaculik	3	0.2	592609.tsv	15
boucek	3	0.06666666666666667	531022.tsv	45
reznicek	3	0.21428571428571427	592668.tsv	14
vesel	3	0.42857142857142855	531006.tsv	7
vavr	3	0.1	592706.tsv	30
elis	3	0.12	592714.tsv	25
luz	3	0.06818181818181818	592790.tsv	44
hrubos	3	0.16666666666666666	592803.tsv	18
hatak	3	0.25	530972.tsv	12
sasink	3	0.16666666666666666	592846.tsv	18
jirkovsk	3	0.06382978723404255	530590.tsv	47
novotn	3	0.06818181818181818	592901.tsv	44
prochazk	3	0.11538461538461539	592919.tsv	26
edl	3	0.16666666666666666	530581.tsv	18
forman	3	0.42857142857142855	530549.tsv	7
bukack	3	0.08571428571428572	593052.tsv	35
kuhnel	3	0.1875	530484.tsv	16
studynk	3	0.09090909090909091	593087.tsv	33
melichar	3	0.06976744186046512	530476.tsv	43
kucer	3	0.06666666666666667	593273.tsv	45
bacovsk	3	0.07692307692307693	593281.tsv	39
sterb	3	0.06818181818181818	593346.tsv	44
rysavk	3	0.08333333333333333	593397.tsv	36
sterb	3	0.1875	593460.tsv	16
kaloud	3	0.06818181818181818	593478.tsv	44
dostal	3	0.23076923076923078	593486.tsv	13
skolar	3	0.1875	593524.tsv	16
gottvald	3	0.08333333333333333	593567.tsv	36
hladk	3	0.1	593621.tsv	30
vel	3	0.11538461538461539	530425.tsv	26
trocht	3	0.23076923076923078	593729.tsv	13
barak	3	0.08333333333333333	593737.tsv	36
cafourek	3	0.375	530361.tsv	8
hladk	3	0.17647058823529413	593931.tsv	17
cech	3	0.06818181818181818	593974.tsv	44
canek	3	0.1875	594016.tsv	16
jurak	3	0.08333333333333333	594059.tsv	36
dolezal	3	0.3333333333333333	594075.tsv	9
zbirovsk	3	0.15	594083.tsv	20
prochazk	3	0.06666666666666667	594113.tsv	45
moskvan	3	0.06521739130434782	594121.tsv	46
matoch	3	0.0967741935483871	594148.tsv	31
bulin	3	0.375	530239.tsv	8
broz	3	0.1875	594229.tsv	16
jankuj	3	0.2	594326.tsv	15
sedlacek	3	0.10344827586206896	594334.tsv	29
zavadil	3	0.06818181818181818	530115.tsv	44
novak	3	0.08333333333333333	530034.tsv	36
cech	3	0.06666666666666667	594563.tsv	45
oujezdsk	3	0.375	594580.tsv	8
holik	3	0.1111111111111111	594601.tsv	27
hajek	3	0.16666666666666666	594725.tsv	18
plisek	3	0.17647058823529413	594733.tsv	17
slab	3	0.05263157894736842	529842.tsv	57
sinogl	3	0.07894736842105263	594822.tsv	38
uvir	3	0.2	529699.tsv	15
novak	3	0.06666666666666667	529648.tsv	45
slab	3	0.05555555555555555	594911.tsv	54
bohdansk	3	0.05084745762711865	595047.tsv	59
fial	3	0.10344827586206896	595101.tsv	29
kutal	3	0.08333333333333333	525880.tsv	36
kubik	3	0.06666666666666667	595128.tsv	45
vlcek	3	0.25	595136.tsv	12
tomasek	3	0.16666666666666666	595241.tsv	18
divis	3	0.0967741935483871	525804.tsv	31
micin	3	0.17647058823529413	595306.tsv	17
odehnal	3	0.12	595314.tsv	25
jaros	3	0.13636363636363635	595403.tsv	22
lipovsk	3	0.1875	595446.tsv	16
zejsek	3	0.08333333333333333	595489.tsv	36
michalk	3	0.1111111111111111	525227.tsv	27
lesak	3	0.14285714285714285	523453.tsv	21
vozak	3	0.21428571428571427	522775.tsv	14
kriz	3	0.06666666666666667	595641.tsv	45
hofman	3	0.2727272727272727	595683.tsv	11
vondr	3	0.3333333333333333	595705.tsv	9
dolezal	3	0.09090909090909091	595756.tsv	33
drabek	3	0.10344827586206896	516694.tsv	29
cech	3	0.2	595802.tsv	15
kamensk	3	0.2	595829.tsv	15
slozil	3	0.21428571428571427	515825.tsv	14
oliv	3	0.08333333333333333	514772.tsv	36
sedlacek	3	0.16666666666666666	596353.tsv	18
kratochvil	3	0.3333333333333333	596418.tsv	9
petr	3	0.07142857142857142	596493.tsv	42
haban	3	0.3333333333333333	596540.tsv	9
klement	3	0.14285714285714285	596558.tsv	21
frydrych	3	0.06521739130434782	513768.tsv	46
cab	3	0.16666666666666666	513661.tsv	18
hladik	3	0.3	596698.tsv	10
houzvick	3	0.2727272727272727	513261.tsv	11
mazour	3	0.2	596710.tsv	15
bures	3	0.2727272727272727	596795.tsv	11
pruger	3	0.3	596809.tsv	10
hork	3	0.06666666666666667	596825.tsv	45
lesak	3	0.11538461538461539	512877.tsv	26
janalik	3	0.17647058823529413	512826.tsv	17
jakes	3	0.375	596892.tsv	8
ficenc	3	0.2	596922.tsv	15
hakl	3	0.21428571428571427	596931.tsv	14
sobotk	3	0.16666666666666666	596949.tsv	18
roseck	3	0.06666666666666667	596981.tsv	45
vrbk	3	0.10714285714285714	597040.tsv	28
ambroz	3	0.2727272727272727	597058.tsv	11
cermak	3	0.07692307692307693	597074.tsv	39
svobod	3	0.21428571428571427	597121.tsv	14
dostalik	3	0.06976744186046512	512231.tsv	43
sasink	3	0.05454545454545454	597368.tsv	55
sed	3	0.1111111111111111	597457.tsv	27
czasch	3	0.1111111111111111	597481.tsv	27
byrtus	3	0.12	597554.tsv	25
halat	3	0.09090909090909091	512184.tsv	33
zemb	3	0.06666666666666667	597813.tsv	45
jurcsik	3	0.11538461538461539	511587.tsv	26
kubacak	3	0.09375	598020.tsv	32
stepan	3	0.06666666666666667	510891.tsv	45
ujcik	3	0.23076923076923078	510645.tsv	13
nejedlik	3	0.2727272727272727	510556.tsv	11
cern	3	0.06	510297.tsv	50
fabian	3	0.06666666666666667	509574.tsv	45
novak	3	0.1111111111111111	509141.tsv	27
drapal	3	0.1	507920.tsv	30
vesel	3	0.3	598593.tsv	10
konecn	3	0.06666666666666667	507261.tsv	45
cunat	3	0.23076923076923078	598828.tsv	13
stribn	3	0.1111111111111111	507105.tsv	27
camsk	3	0.14285714285714285	599204.tsv	21
novak	3	0.12	505781.tsv	25
heverl	3	0.6	599484.tsv	5
kriz	3	0.3333333333333333	599492.tsv	9
cibulk	3	0.1875	599581.tsv	16
rehak	3	0.16666666666666666	599590.tsv	18
dostal	3	0.05454545454545454	505013.tsv	55
blazk	3	0.06382978723404255	500046.tsv	47
podesv	3	0.1875	599646.tsv	16
skal	3	0.06666666666666667	557846.tsv	45

[Finished in 2.7s]
